video_titles,video_urls
Konzert Ali Keeler & Abu Nur in der Osmanischen Herberge,https://www.youtube.com/watch?v=8FahZgJBo7k
Dein Scheikh ist die Tür,https://www.youtube.com/watch?v=dUmOKwiSB9c
Zeichen des wahren Glaubens,https://www.youtube.com/watch?v=hflAefcqz0g
Allah Guides whom He Wills,https://www.youtube.com/watch?v=WJKTngLVvrs
The Falcon of the Sultan,https://www.youtube.com/watch?v=8CQmwHBusaE
Gedenke immer Allahs - Sohbat & Dhikr,https://www.youtube.com/watch?v=oeVWXBn7XLo
Widen Your Heart (excerpt),https://www.youtube.com/watch?v=wXt8bKrWcZ4
Schau nicht auf die Fehler der Anderen,https://www.youtube.com/watch?v=GYAHoMG-W9w
Halte den Weg,https://www.youtube.com/watch?v=ZkiVfML8srQ
Follow a Saint,https://www.youtube.com/watch?v=Sd-bawNxRo8
Use Your Imagination,https://www.youtube.com/watch?v=-nJReHD5nto
Interview Scheikh Hassan Deutsche Welle,https://www.youtube.com/watch?v=p9djl9Ow3j4
Nach der Schwierigkeit kommt die Erleichterung,https://www.youtube.com/watch?v=pfmaaTSxYz8
Allah ist mit den Geduldigen,https://www.youtube.com/watch?v=Q9BBzY50rkc
Fitna Leads to Destruction (excerpt),https://www.youtube.com/watch?v=ncBK_jGR40g
"Vergiss das Schlechte, behalte das Gute",https://www.youtube.com/watch?v=z33W3oY17UM
If it wasn't for You,https://www.youtube.com/watch?v=GQtUmHkw36k
The Best Intermediary is Rasulullah (saw),https://www.youtube.com/watch?v=6ggz66GZ81A
The First and the Last (excerpt),https://www.youtube.com/watch?v=iLkBQUe-WsE
People who have Light (excerpt),https://www.youtube.com/watch?v=tj_a-c9aebs
Die Liebe zum Propheten ist der Schlüssel (Auszug),https://www.youtube.com/watch?v=1xmptX5z02c
Every Sickness is a Rope to Allah,https://www.youtube.com/watch?v=oDo9DluiQM4
Tholama - Maulid in der Osmanischen Herberge,https://www.youtube.com/watch?v=eQxuxpN_cn4
Qul Ya Azim - Maulid in der Osmanischen Herberge,https://www.youtube.com/watch?v=yS8TRsnOz34
Connect Your Heart with Your Sheikh,https://www.youtube.com/watch?v=-ooAS9fzNO8
Sei Rabbani,https://www.youtube.com/watch?v=RU_9ORkuz9E
We All Live and Die in Islam,https://www.youtube.com/watch?v=XAa0Z0TIvAI
Creation is Revelation,https://www.youtube.com/watch?v=n3ENkGj9Hk8
The Donkey and the Two Thieves,https://www.youtube.com/watch?v=zxagJN6L7E8
Scheikh Hassan - Wege zu den Himmeln und Sufi Meditation,https://www.youtube.com/watch?v=1INn_ZTuMDY
Sheikh Hassan Birthday Greetings,https://www.youtube.com/watch?v=xDzMsJpTWd0
The Blessings of Aschura,https://www.youtube.com/watch?v=vvRtKZeIcfs
Allah tries whom He loves,https://www.youtube.com/watch?v=bibZh_tLwv8
Human Relations,https://www.youtube.com/watch?v=SPVkrMFhUKg
Show me your friends and I'll tell you who you are,https://www.youtube.com/watch?v=PWiu8Wi8mMQ
Khutba Scheikh Hassan - Innere und äußere Feinde,https://www.youtube.com/watch?v=ZT662iQ1-UI
Sohbat Sheikh Hassan - Heading for Perfection,https://www.youtube.com/watch?v=4TWX4cwV1C0
hadrah eiduladha 2017,https://www.youtube.com/watch?v=kYEzC28bSl8
Khutba Sheikh Hassan - Oceans of Knowledge,https://www.youtube.com/watch?v=tOFx-ZNbFEk
Sohbat Sheikh Hassan - Narrations from Sheikh Abdul Qadir Gilani pt.2,https://www.youtube.com/watch?v=KSH29nNS5WI
Sheikh Hassan Khutba Eid ul-Adha 2017,https://www.youtube.com/watch?v=XEcySQS-cZc
Sheikh Hassan Sohbat - Narrations from Sheikh Abdul Qadir Gilani pt.1,https://www.youtube.com/watch?v=NtUqxY8-PYM
ZDF info - Sufis in Deutschland,https://www.youtube.com/watch?v=Ua-6mGMO8jQ
Sheikh Hassan Khatm-ul-Khwajagan & Dhikr,https://www.youtube.com/watch?v=JmT2qZFK8LY
Juma Khutba Sheikh Hassan - Religion is sincere advise,https://www.youtube.com/watch?v=Q71gpWaIO6I
Sheikh Hassan Sohbat - Leave Your Pride,https://www.youtube.com/watch?v=RifN9kAE5As
Juma Khutba Sheikh Hassan - Three doors of bad action,https://www.youtube.com/watch?v=-ZSEh2WXquU
Sohbat Sheikh Hassan - The Secret of the Khatm-ul-Khwajagan,https://www.youtube.com/watch?v=Xbkms9HKhUc
Sohbat Sheikh Hassan - Maulana Sheikh Nazim Lessons pt.2,https://www.youtube.com/watch?v=RlpxVCeS9DU
Sohbat Sheikh Hassan - Maulana Sheikh Nazim Lessons pt.1,https://www.youtube.com/watch?v=j4-6ufdvBak
Juma Khutba Sheikh Hassan - Be with Truthful Ones,https://www.youtube.com/watch?v=rsd2wTqj3Cc
Sheikh Hassan in Saint Ann's - Not our Home,https://www.youtube.com/watch?v=UemJWP9gwQ0
"Juma with Sheikh Hassan - Adhan, Khutba & Hadra",https://www.youtube.com/watch?v=wDlgi0BcQH8
Sohbat Sheikh Hassan - In this world but not of it,https://www.youtube.com/watch?v=nqID41Yn5cQ
Hadra and Sohbat with Sheikh Hassan in the Osmanische Herberge - July 2017,https://www.youtube.com/watch?v=lWpM6qz6dIk
Sohbat Sheikh Hassan - Where we landed?,https://www.youtube.com/watch?v=-yEhL5rQ34g
Sohbat Sheikh Hassan - Thy Will be done,https://www.youtube.com/watch?v=1MmkNEUQ7G0
Sohbat Sheikh Hassan - Medicine is bitter but beneficial,https://www.youtube.com/watch?v=IyMnzWddFpE
Scheikh Hassan Statement zum Berlin Anschlag,https://www.youtube.com/watch?v=iiiPcsU0-uk
Sohbat Sheikh Hassan - Of Servitude and Love,https://www.youtube.com/watch?v=3Did2MQqDIo
Hadra with Sheikh Hassan in the Osmanische Herberge - September 2016,https://www.youtube.com/watch?v=89e6Qdngp2M
"Sohbat Sheikh Hassan - Allah Created us for Love, not Anger",https://www.youtube.com/watch?v=9M-lhG8gQH4
Sohbat Sheikh Hassan - Eid al-Adha 2016 (1437 AH),https://www.youtube.com/watch?v=nWhkAL1kc1M
Hadra with Sheikh Hassan in the Osmanische Herberge,https://www.youtube.com/watch?v=JwQ9WAv-nWc
Sohbat Sheikh Hassan - Himma is for Allah Almighty Alone,https://www.youtube.com/watch?v=NOF4wdqKb54
A Day with Sheikh Hassan,https://www.youtube.com/watch?v=KNS3_iLiuhI
Sohbat Sheikh Hassan - Be with the Ones You Love,https://www.youtube.com/watch?v=LJMX5d1SHwE
Juma Khutba Sheikh Hassan - Wahabi Not Ahl as-Sunna,https://www.youtube.com/watch?v=NuoohgWF3tk
